user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,total_usage,week_usage_dff,addiction_level_encoded
U05359,19,Male,11.61,3.97,0.85,2.57,8.85,171,86,12.79,Low,No,Severe,1,4.82,1.1799999999999997,3
U05360,22,Other,4.42,2.83,3.73,1.32,8.39,184,77,5.47,High,Yes,None,0,6.5600000000000005,1.0499999999999998,0
U05361,30,Other,3.4,5.37,2.75,1.69,5.11,188,129,4.73,Low,No,Severe,1,8.120000000000001,1.3300000000000005,3
U05362,24,Other,5.75,2.0,3.63,5.01,5.49,179,144,8.25,High,Yes,None,0,5.63,2.5,0
U05363,22,Female,5.6,5.51,2.64,2.04,8.16,63,168,7.19,Low,No,Severe,1,8.15,1.5900000000000007,3
U05364,23,Other,4.24,4.33,0.91,0.67,7.29,170,140,6.66,High,Yes,Moderate,1,5.24,2.42,2
U05365,23,Female,8.5,2.74,1.76,2.52,4.87,109,102,9.67,High,No,Severe,1,4.5,1.17,3
U05366,27,Female,4.27,5.98,3.62,3.05,5.5,57,124,6.18,Low,Yes,Moderate,1,9.600000000000001,1.9100000000000001,2
U05367,35,Other,4.92,3.17,1.41,5.94,6.51,181,71,6.65,Medium,Yes,None,0,4.58,1.7300000000000004,0
U05368,24,Female,11.8,0.92,3.46,5.86,5.98,49,52,14.45,Medium,No,Severe,1,4.38,2.6499999999999986,3
U05369,30,Male,7.0,2.44,1.77,2.45,4.98,242,137,7.73,High,Yes,Mild,0,4.21,0.7300000000000004,1
U05370,25,Male,5.09,2.68,3.09,4.09,6.17,24,46,6.1,High,No,None,0,5.77,1.0099999999999998,0
U05371,25,Male,9.56,0.96,3.58,2.93,8.2,55,21,12.4,High,Yes,Moderate,1,4.54,2.84,2
U05372,20,Other,11.79,3.0,3.86,3.47,5.29,52,176,13.37,Low,No,Severe,1,6.859999999999999,1.58,3
U05373,35,Other,9.26,4.03,1.68,0.5,6.66,179,174,12.19,Medium,No,Moderate,1,5.71,2.9299999999999997,2
U05374,34,Male,10.69,2.22,1.72,5.71,7.09,179,160,13.09,High,Yes,Moderate,1,3.9400000000000004,2.4000000000000004,2
U05375,22,Female,8.56,3.39,2.33,1.64,8.37,101,18,11.1,Low,Yes,Severe,1,5.720000000000001,2.539999999999999,3
U05376,24,Female,4.16,4.45,2.43,5.16,7.85,68,47,4.8,Low,Yes,Moderate,1,6.880000000000001,0.6399999999999997,2
U05377,28,Female,10.02,1.61,0.95,4.3,6.26,234,170,10.7,Low,No,Severe,1,2.56,0.6799999999999997,3
U05378,21,Other,11.83,2.36,3.98,2.62,8.23,218,79,14.64,Medium,Yes,Moderate,1,6.34,2.8100000000000005,2
U05379,31,Male,9.99,5.6,2.38,3.59,6.45,24,28,11.81,Low,No,Severe,1,7.9799999999999995,1.8200000000000003,3
U05380,24,Male,4.69,2.79,2.97,5.05,6.77,240,151,5.96,High,Yes,None,0,5.76,1.2699999999999996,0
U05381,26,Male,8.58,1.85,3.52,5.05,8.85,74,158,10.37,High,Yes,Moderate,1,5.37,1.7899999999999991,2
U05382,18,Male,5.8,5.33,1.09,3.27,8.25,57,75,8.14,Low,No,Moderate,1,6.42,2.3400000000000007,2
U05383,18,Male,8.97,3.92,1.97,4.6,8.28,179,176,11.84,High,Yes,Moderate,1,5.89,2.869999999999999,2
U05384,21,Other,3.35,5.82,3.03,0.53,6.37,32,168,5.08,High,No,Severe,1,8.85,1.73,3
U05385,18,Male,5.53,4.21,0.62,0.68,6.47,239,132,8.11,Medium,No,Moderate,1,4.83,2.579999999999999,2
U05386,19,Female,3.45,5.75,1.34,0.92,7.77,222,176,4.65,Low,Yes,Severe,1,7.09,1.2000000000000002,3
U05387,25,Male,4.48,0.94,3.55,3.15,7.62,184,103,5.01,Medium,Yes,None,0,4.49,0.5299999999999994,0
U05388,22,Other,11.78,3.02,3.86,0.72,7.48,99,81,13.57,Low,No,Severe,1,6.88,1.790000000000001,3
U05389,24,Other,11.93,0.55,3.96,2.69,6.46,151,136,14.8,High,No,Moderate,1,4.51,2.870000000000001,2
U05390,18,Male,11.34,1.6,0.65,5.12,7.46,143,110,13.2,High,Yes,Severe,1,2.25,1.8599999999999994,3
U05391,21,Other,7.0,0.68,3.29,4.83,7.27,159,41,7.51,High,No,Moderate,1,3.97,0.5099999999999998,2
U05392,34,Male,4.14,5.94,0.83,5.9,7.55,238,101,5.96,Low,Yes,Severe,1,6.7700000000000005,1.8200000000000003,3
U05393,22,Male,5.05,2.1,3.05,1.29,5.86,24,46,6.2,Medium,Yes,None,0,5.15,1.1500000000000004,0
U05394,29,Male,6.43,2.65,1.35,2.91,6.4,206,118,7.2,High,Yes,Moderate,1,4.0,0.7700000000000005,2
U05395,33,Male,5.32,2.16,0.5,3.48,5.56,177,152,7.9,High,Yes,None,0,2.66,2.58,0
U05396,21,Other,6.92,2.77,1.56,5.71,4.55,58,115,9.08,High,No,Moderate,1,4.33,2.16,2
U05397,35,Other,6.11,3.96,0.41,5.05,6.41,202,124,6.9,Medium,No,Moderate,1,4.37,0.79,2
U05398,35,Other,5.93,4.3,1.82,2.84,8.03,164,55,8.73,Medium,Yes,Moderate,1,6.12,2.8000000000000007,2
U05399,23,Female,7.26,5.68,2.79,2.76,8.89,91,154,8.22,High,No,Severe,1,8.469999999999999,0.9600000000000009,3
U05400,30,Female,5.19,2.12,1.81,3.57,5.27,32,42,6.17,High,No,None,0,3.93,0.9799999999999995,0
U05401,23,Other,11.74,4.58,2.09,1.79,5.08,87,59,14.43,Low,No,Severe,1,6.67,2.6899999999999995,3
U05402,29,Male,5.05,5.32,0.63,4.1,7.36,106,136,5.89,Medium,No,Moderate,1,5.95,0.8399999999999999,2
U05403,19,Male,4.31,4.61,0.77,1.98,5.4,222,139,5.97,Low,Yes,Moderate,1,5.380000000000001,1.6600000000000001,2
U05404,20,Female,10.56,5.35,0.72,3.26,5.89,239,160,12.59,Medium,No,Moderate,1,6.069999999999999,2.0299999999999994,2
U05405,23,Female,7.37,3.56,0.2,1.6,7.18,113,87,8.56,High,Yes,Moderate,1,3.7600000000000002,1.1900000000000004,2
U05406,32,Male,11.03,2.6,2.82,2.88,7.36,223,23,13.19,High,No,Severe,1,5.42,2.16,3
U05407,30,Female,6.13,1.23,1.61,5.29,5.63,141,65,7.84,Medium,Yes,Mild,0,2.84,1.71,1
U05408,21,Female,6.27,1.8,1.8,5.68,7.88,146,30,8.69,Low,No,Moderate,1,3.6,2.42,2
U05409,19,Male,6.66,3.78,3.22,3.94,6.29,191,67,8.45,High,Yes,Mild,0,7.0,1.7899999999999991,1
U05410,28,Female,10.48,5.7,3.79,5.83,7.44,130,26,13.39,Low,Yes,Moderate,1,9.49,2.91,2
U05411,31,Male,3.5,4.01,0.16,3.24,6.51,140,75,6.25,Medium,Yes,Moderate,1,4.17,2.75,2
U05412,31,Female,10.51,4.04,1.74,2.97,7.23,88,113,12.62,Low,Yes,Severe,1,5.78,2.1099999999999994,3
U05413,25,Female,9.65,3.71,1.11,5.89,8.91,88,171,11.92,Low,No,Moderate,1,4.82,2.2699999999999996,2
U05414,19,Female,4.68,3.58,2.44,3.59,5.18,187,59,5.53,Medium,No,Mild,0,6.02,0.8500000000000005,1
U05415,27,Female,10.93,1.09,3.65,4.45,8.99,237,26,12.73,High,Yes,Severe,1,4.74,1.8000000000000007,3
U05416,18,Male,5.09,1.78,0.05,4.05,7.69,117,35,7.87,High,Yes,None,0,1.83,2.7800000000000002,0
U05417,24,Female,5.24,1.6,1.29,4.88,6.9,88,71,6.21,High,No,Mild,0,2.89,0.9699999999999998,1
U05418,26,Female,10.33,4.81,0.38,2.16,8.88,126,39,12.81,Low,No,Moderate,1,5.1899999999999995,2.4800000000000004,2
U05419,21,Female,6.25,3.06,2.61,0.6,6.69,231,165,7.38,Low,No,Mild,0,5.67,1.13,1
U05420,18,Female,9.02,5.96,3.91,1.05,6.05,239,30,10.5,Low,Yes,Moderate,1,9.870000000000001,1.4800000000000004,2
U05421,35,Other,8.26,4.35,0.27,3.12,8.96,144,104,10.28,Medium,Yes,Moderate,1,4.619999999999999,2.0199999999999996,2
U05422,18,Other,4.64,1.12,2.28,2.98,6.51,217,122,5.9,High,No,None,0,3.4,1.2600000000000007,0
U05423,27,Other,9.21,2.75,0.11,2.72,6.29,56,94,10.8,Low,No,Severe,1,2.86,1.5899999999999999,3
U05424,29,Male,3.58,5.15,0.27,4.86,8.39,148,176,4.15,Medium,Yes,Severe,1,5.42,0.5700000000000003,3
U05425,22,Other,10.32,5.57,2.65,3.25,6.23,144,148,11.68,Low,Yes,Severe,1,8.22,1.3599999999999994,3
U05426,20,Other,8.46,5.45,2.16,4.03,5.7,116,74,11.23,High,Yes,Moderate,1,7.61,2.7699999999999996,2
U05427,22,Female,11.39,2.98,3.25,3.86,6.51,88,46,12.15,Low,Yes,Moderate,1,6.23,0.7599999999999998,2
U05428,34,Male,7.52,4.51,1.17,3.71,5.38,120,177,9.6,Low,No,Moderate,1,5.68,2.08,2
U05429,25,Other,11.92,2.16,1.02,0.65,6.8,204,145,12.82,Medium,Yes,Moderate,1,3.18,0.9000000000000004,2
U05430,25,Female,7.9,2.38,0.54,5.58,5.48,36,94,10.74,Low,Yes,Mild,0,2.92,2.84,1
U05431,27,Other,7.35,5.4,2.77,3.96,8.42,22,80,10.03,High,Yes,Moderate,1,8.17,2.6799999999999997,2
U05432,23,Female,3.16,4.14,1.26,1.76,6.04,223,94,4.27,High,Yes,Severe,1,5.3999999999999995,1.1099999999999994,3
U05433,20,Male,11.36,5.09,2.66,3.6,6.91,198,148,14.16,Medium,Yes,Moderate,1,7.75,2.8000000000000007,2
U05434,32,Other,5.63,5.44,1.05,5.95,6.53,233,86,6.58,Low,Yes,Moderate,1,6.49,0.9500000000000002,2
U05435,23,Other,3.47,4.64,2.13,5.33,4.77,219,122,5.56,High,Yes,Moderate,1,6.77,2.0899999999999994,2
U05436,22,Male,10.32,0.81,0.46,1.45,6.79,25,37,12.76,High,Yes,Severe,1,1.27,2.4399999999999995,3
U05437,23,Female,11.24,1.08,2.3,5.36,7.32,184,23,12.88,Low,Yes,Moderate,1,3.38,1.6400000000000006,2
U05438,31,Female,11.16,2.43,0.22,2.34,6.13,114,74,12.36,Low,Yes,Moderate,1,2.6500000000000004,1.1999999999999993,2
U05439,33,Other,3.74,0.88,0.54,3.02,5.93,192,171,6.38,Medium,No,None,0,1.42,2.6399999999999997,0
U05440,20,Other,9.29,3.96,1.71,5.1,6.93,171,147,10.07,Medium,Yes,Moderate,1,5.67,0.7800000000000011,2
U05441,29,Other,8.19,3.62,0.97,5.64,8.46,193,85,10.21,Low,No,Severe,1,4.59,2.0200000000000014,3
U05442,32,Other,6.61,1.06,3.29,4.77,5.02,115,133,7.2,Low,Yes,Mild,0,4.35,0.5899999999999999,1
U05443,23,Other,3.54,5.14,1.9,2.94,8.61,131,117,4.84,High,No,Moderate,1,7.039999999999999,1.2999999999999998,2
U05444,28,Female,11.87,2.32,0.66,0.74,5.69,187,73,13.74,Medium,Yes,Severe,1,2.98,1.870000000000001,3
U05445,33,Female,11.79,5.5,2.64,4.03,7.65,186,73,13.91,Low,No,Moderate,1,8.14,2.120000000000001,2
U05446,18,Male,6.58,1.55,2.45,1.7,5.2,50,107,7.27,Low,Yes,Mild,0,4.0,0.6899999999999995,1
U05447,34,Female,4.64,4.5,1.09,5.6,6.45,75,36,5.38,Low,No,Moderate,1,5.59,0.7400000000000002,2
U05448,32,Other,10.81,0.97,3.57,1.01,4.76,195,79,13.1,High,Yes,Severe,1,4.54,2.289999999999999,3
U05449,29,Female,8.48,5.55,0.9,4.12,5.95,103,85,11.13,High,Yes,Severe,1,6.45,2.6500000000000004,3
U05450,23,Male,10.44,5.4,2.89,0.76,5.36,133,74,11.92,Medium,No,Severe,1,8.290000000000001,1.4800000000000004,3
U05451,34,Female,3.63,0.85,2.15,5.87,4.56,207,131,5.37,High,Yes,None,0,3.0,1.7400000000000002,0
U05452,34,Male,4.67,0.85,2.77,4.43,6.28,250,105,7.58,Medium,No,None,0,3.62,2.91,0
U05453,19,Female,11.01,5.64,3.97,5.26,8.8,175,128,12.28,Low,No,Severe,1,9.61,1.2699999999999996,3
U05454,20,Other,5.46,3.77,0.25,6.0,6.07,178,40,7.66,Medium,Yes,Mild,0,4.02,2.2,1
U05455,26,Female,5.48,1.88,0.26,5.56,8.47,161,180,7.01,Medium,No,None,0,2.1399999999999997,1.5299999999999994,0
U05456,23,Other,6.25,2.32,3.11,5.3,5.35,227,53,7.44,Low,Yes,Mild,0,5.43,1.1900000000000004,1
U05457,20,Other,4.23,5.35,2.98,2.05,7.27,46,95,7.19,Low,Yes,Moderate,1,8.33,2.96,2
U05458,25,Other,8.14,1.14,2.65,4.2,7.15,35,160,9.4,Low,No,Severe,1,3.79,1.2599999999999998,3
U05459,26,Other,8.61,5.49,2.27,5.6,5.41,95,159,10.04,Low,Yes,Moderate,1,7.76,1.4299999999999997,2
U05460,31,Other,10.98,5.11,1.81,4.26,5.3,95,174,11.64,Medium,Yes,Severe,1,6.92,0.6600000000000001,3
U05461,32,Male,8.79,4.72,1.85,1.29,8.8,89,114,10.39,Low,Yes,Severe,1,6.57,1.6000000000000014,3
U05462,21,Other,11.41,4.54,1.94,3.55,4.83,169,49,13.12,Low,Yes,Severe,1,6.48,1.709999999999999,3
U05463,34,Other,8.85,5.72,1.57,1.48,6.75,83,92,10.26,Medium,No,Moderate,1,7.29,1.4100000000000001,2
U05464,29,Female,7.62,4.51,0.77,0.98,8.42,113,88,9.94,Low,No,Severe,1,5.279999999999999,2.3199999999999994,3
U05465,26,Male,5.88,4.86,3.67,2.22,5.51,72,56,8.65,Low,No,Severe,1,8.530000000000001,2.7700000000000005,3
U05466,24,Female,6.78,1.52,3.51,5.88,7.76,179,23,9.05,Medium,Yes,Moderate,1,5.029999999999999,2.2700000000000005,2
U05467,32,Male,11.77,0.68,0.53,4.97,6.88,241,26,14.17,Low,No,Severe,1,1.21,2.4000000000000004,3
U05468,33,Female,11.36,5.55,2.16,1.9,4.87,198,55,13.09,High,Yes,Moderate,1,7.71,1.7300000000000004,2
U05469,23,Female,7.44,4.36,1.86,4.53,5.42,213,123,8.15,Low,Yes,Moderate,1,6.220000000000001,0.71,2
U05470,19,Other,10.2,5.11,3.36,4.76,8.28,69,114,11.13,High,Yes,Severe,1,8.47,0.9300000000000015,3
U05471,20,Male,10.2,4.84,0.85,3.11,8.96,119,38,12.7,High,No,Severe,1,5.6899999999999995,2.5,3
U05472,32,Male,8.31,5.79,3.15,3.77,6.86,117,59,9.81,Medium,Yes,Severe,1,8.94,1.5,3
U05473,31,Female,10.16,1.46,2.66,2.5,6.72,33,128,11.2,Low,Yes,Moderate,1,4.12,1.0399999999999991,2
U05474,20,Female,9.01,5.57,0.34,2.45,7.98,224,128,11.73,Low,No,Moderate,1,5.91,2.7200000000000006,2
U05475,25,Other,3.98,2.86,0.81,1.89,7.05,58,156,6.58,Low,No,Mild,0,3.67,2.6,1
U05476,31,Male,9.61,5.04,2.0,2.04,5.96,158,104,12.42,High,Yes,Moderate,1,7.04,2.8100000000000005,2
U05477,31,Male,3.95,4.55,2.05,3.12,5.62,23,42,5.13,High,No,Severe,1,6.6,1.1799999999999997,3
U05478,29,Other,7.74,5.22,2.43,5.13,7.92,146,157,10.24,High,Yes,Severe,1,7.65,2.5,3
U05479,34,Male,5.1,4.45,2.25,3.6,7.16,247,163,6.13,High,No,Severe,1,6.7,1.0300000000000002,3
U05480,21,Female,5.84,0.94,2.91,4.39,6.26,21,165,8.17,High,Yes,None,0,3.85,2.33,0
U05481,33,Male,5.84,4.12,1.41,3.84,8.09,199,69,8.78,Medium,No,Moderate,1,5.53,2.9399999999999995,2
U05482,31,Male,9.79,4.98,3.98,1.39,7.47,217,130,11.4,Low,Yes,Severe,1,8.96,1.6100000000000012,3
U05483,24,Other,6.06,1.25,2.7,4.21,5.58,29,132,6.74,High,No,Mild,0,3.95,0.6800000000000006,1
U05484,33,Male,6.61,1.93,2.11,5.24,5.88,131,22,8.71,Medium,No,Mild,0,4.04,2.1000000000000005,1
U05485,20,Male,9.37,2.7,1.57,4.78,7.76,176,141,10.23,Medium,No,Moderate,1,4.2700000000000005,0.8600000000000012,2
U05486,29,Other,10.84,0.54,2.37,0.92,5.67,153,18,12.35,Low,Yes,Severe,1,2.91,1.5099999999999998,3
U05487,28,Male,10.79,5.08,1.46,0.51,5.42,122,70,13.0,Low,No,Moderate,1,6.54,2.210000000000001,2
U05488,33,Female,5.9,2.34,2.95,3.97,5.44,67,122,6.43,Low,No,Mild,0,5.29,0.5299999999999994,1
U05489,23,Other,5.55,0.81,3.6,3.34,8.78,228,100,7.54,Medium,No,Mild,0,4.41,1.9900000000000002,1
U05490,19,Female,10.18,1.68,0.07,4.01,4.79,211,99,11.62,Low,Yes,Severe,1,1.75,1.4399999999999995,3
U05491,27,Female,3.95,3.39,1.98,2.25,5.09,205,20,6.03,Medium,No,None,0,5.37,2.08,0
U05492,29,Female,11.9,0.59,1.33,5.85,5.66,167,111,13.97,High,Yes,Moderate,1,1.92,2.0700000000000003,2
U05493,35,Other,10.18,3.64,1.24,5.16,7.72,35,87,12.6,Medium,No,Severe,1,4.88,2.42,3
U05494,28,Other,3.71,6.0,2.85,5.14,4.73,183,60,5.98,Low,No,Severe,1,8.85,2.2700000000000005,3
U05495,31,Other,7.44,3.78,0.63,2.56,5.86,239,86,10.19,High,Yes,Moderate,1,4.41,2.749999999999999,2
U05496,20,Female,10.64,3.38,2.95,3.45,7.67,119,107,13.54,High,No,Moderate,1,6.33,2.8999999999999986,2
U05497,31,Female,8.52,4.11,3.87,5.54,7.61,237,164,9.58,High,No,Severe,1,7.98,1.0600000000000005,3
U05498,33,Male,5.48,1.0,3.63,4.43,6.63,144,18,7.68,Medium,No,Mild,0,4.63,2.1999999999999993,1
U05499,35,Female,6.48,2.13,0.25,5.42,4.73,29,153,7.11,Medium,Yes,Mild,0,2.38,0.6299999999999999,1
U05500,28,Female,8.71,1.06,0.74,0.67,5.48,41,167,9.42,Low,Yes,Moderate,1,1.8,0.7099999999999991,2
U05501,28,Female,5.06,2.34,2.52,4.46,5.8,62,123,6.6,High,Yes,None,0,4.859999999999999,1.54,0
U05502,35,Male,11.04,2.66,3.13,5.55,4.7,241,172,11.55,Low,No,Severe,1,5.79,0.5100000000000016,3
U05503,20,Other,10.51,4.43,2.55,0.66,6.11,59,111,13.2,Medium,No,Severe,1,6.9799999999999995,2.6899999999999995,3
U05504,22,Female,7.17,5.6,1.78,5.38,7.41,36,28,8.45,Medium,Yes,Severe,1,7.38,1.2799999999999994,3
U05505,27,Female,9.58,3.29,2.04,4.93,8.38,26,79,12.4,High,No,Moderate,1,5.33,2.8200000000000003,2
U05506,18,Male,6.02,5.32,3.88,4.58,8.81,232,90,8.35,Medium,No,Moderate,1,9.2,2.33,2
U05507,33,Female,4.31,4.71,0.43,1.2,5.44,97,82,6.21,Medium,Yes,Severe,1,5.14,1.9000000000000004,3
U05508,34,Female,3.3,3.85,1.47,5.56,6.05,164,177,6.11,Medium,No,None,0,5.32,2.8100000000000005,0
U05509,29,Other,10.87,4.7,0.15,0.81,6.35,154,89,12.08,Low,Yes,Moderate,1,4.8500000000000005,1.2100000000000009,2
U05510,35,Male,3.79,1.01,0.17,5.09,8.86,65,172,6.0,High,No,Mild,0,1.18,2.21,1
U05511,24,Male,6.44,2.28,0.41,5.46,4.53,146,81,8.51,High,Yes,Mild,0,2.69,2.0699999999999994,1
U05512,18,Male,8.58,5.61,3.7,4.78,4.66,197,142,10.25,High,No,Severe,1,9.31,1.67,3
U05513,29,Other,6.26,5.41,1.54,5.97,5.35,195,87,8.0,Medium,No,Moderate,1,6.95,1.7400000000000002,2
U05514,27,Other,10.51,3.01,3.18,3.91,7.65,189,16,12.46,Low,Yes,Severe,1,6.1899999999999995,1.950000000000001,3
U05515,19,Male,6.22,0.6,0.86,1.2,8.28,234,118,8.63,Low,No,Mild,0,1.46,2.410000000000001,1
U05516,25,Female,3.87,5.19,0.1,3.07,4.65,78,15,6.49,Low,No,Severe,1,5.29,2.62,3
U05517,33,Other,6.77,3.93,1.68,4.09,8.64,134,16,8.33,Medium,Yes,Mild,0,5.61,1.5600000000000005,1
U05518,19,Male,11.85,3.93,3.79,0.54,7.45,249,159,13.89,Medium,No,Moderate,1,7.720000000000001,2.040000000000001,2
U05519,27,Male,9.93,3.4,1.41,2.38,7.34,29,66,11.08,Medium,Yes,Severe,1,4.81,1.1500000000000004,3
U05520,19,Other,3.48,4.09,3.8,4.99,8.84,30,100,6.19,Low,Yes,Severe,1,7.89,2.7100000000000004,3
U05521,26,Other,5.2,3.18,1.96,0.82,5.44,250,157,8.09,Low,Yes,Mild,0,5.140000000000001,2.8899999999999997,1
U05522,24,Female,6.38,3.7,2.74,5.59,5.63,192,35,9.31,Medium,Yes,Moderate,1,6.44,2.9300000000000006,2
U05523,26,Male,10.12,4.07,1.41,0.77,8.77,95,69,12.38,Low,No,Severe,1,5.48,2.2600000000000016,3
U05524,30,Other,8.13,2.53,1.1,1.27,8.35,162,60,9.77,Medium,No,Moderate,1,3.63,1.6399999999999988,2
U05525,25,Female,3.33,3.7,2.54,5.4,5.2,240,33,4.06,Medium,Yes,Mild,0,6.24,0.7299999999999995,1
U05526,24,Female,6.86,3.2,0.45,3.16,5.81,60,31,7.62,Low,Yes,Mild,0,3.6500000000000004,0.7599999999999998,1
U05527,25,Male,6.78,3.68,1.98,3.09,8.39,178,109,8.19,Low,Yes,Mild,0,5.66,1.4099999999999993,1
U05528,35,Female,6.86,3.48,3.75,2.86,6.0,95,40,7.71,Low,No,Moderate,1,7.23,0.8499999999999996,2
U05529,32,Male,5.72,1.87,3.79,3.19,7.23,84,54,6.56,Medium,Yes,Mild,0,5.66,0.8399999999999999,1
U05530,31,Female,3.26,1.59,0.62,4.77,8.99,96,82,4.09,Low,Yes,Mild,0,2.21,0.8300000000000001,1
U05531,26,Female,3.51,1.26,2.86,1.06,5.65,84,61,4.4,Medium,Yes,None,0,4.12,0.8900000000000006,0
U05532,20,Other,11.11,1.51,2.52,3.09,5.74,191,42,12.34,High,No,Moderate,1,4.03,1.2300000000000004,2
U05533,33,Female,7.57,1.54,0.52,3.27,5.79,69,148,8.36,Low,Yes,Moderate,1,2.06,0.7899999999999991,2
U05534,19,Male,10.72,4.33,3.59,5.28,8.12,27,163,12.61,Low,No,Severe,1,7.92,1.8899999999999988,3
U05535,20,Male,7.23,0.92,1.47,0.98,8.38,185,134,10.14,Medium,No,Mild,0,2.39,2.91,1
U05536,19,Male,5.86,4.28,1.0,1.0,8.8,61,47,6.77,Medium,No,Moderate,1,5.28,0.9099999999999993,2
U05537,22,Female,6.98,2.13,1.23,4.27,7.52,243,23,9.68,Low,Yes,Moderate,1,3.36,2.6999999999999993,2
U05538,31,Male,8.88,5.77,2.34,1.51,8.54,58,96,9.88,Medium,No,Severe,1,8.11,1.0,3
U05539,23,Male,8.76,4.67,0.25,2.08,5.65,214,103,9.56,Medium,No,Severe,1,4.92,0.8000000000000007,3
U05540,30,Male,3.36,2.39,2.01,2.5,6.1,158,143,4.71,High,Yes,None,0,4.4,1.35,0
U05541,26,Male,7.25,4.26,1.01,4.6,7.1,221,157,8.59,High,Yes,Moderate,1,5.27,1.3399999999999999,2
U05542,25,Female,10.89,4.93,3.28,1.3,8.26,40,62,11.65,Medium,Yes,Severe,1,8.209999999999999,0.7599999999999998,3
U05543,22,Male,6.21,1.0,3.16,3.01,8.28,45,178,6.79,High,Yes,Mild,0,4.16,0.5800000000000001,1
U05544,22,Male,6.93,5.63,0.57,3.25,4.51,34,128,8.14,High,No,Moderate,1,6.2,1.2100000000000009,2
U05545,29,Female,5.3,2.1,1.1,1.85,8.68,162,28,5.94,Medium,No,Mild,0,3.2,0.6400000000000006,1
U05546,34,Female,11.59,0.92,3.39,3.92,8.78,116,54,12.46,Low,Yes,Moderate,1,4.3100000000000005,0.870000000000001,2
U05547,26,Female,9.96,3.65,1.07,4.24,6.44,112,159,12.72,Low,Yes,Severe,1,4.72,2.76,3
U05548,34,Female,8.02,2.49,1.87,1.67,6.16,173,37,9.54,High,Yes,Severe,1,4.36,1.5199999999999996,3
U05549,23,Male,6.74,1.21,0.75,5.57,4.68,176,118,8.28,Medium,Yes,Moderate,1,1.96,1.5399999999999991,2
U05550,33,Male,3.1,1.24,0.15,5.19,5.78,141,108,5.94,High,Yes,None,0,1.39,2.8400000000000003,0
U05551,33,Male,4.14,2.22,1.28,3.89,8.47,146,146,6.83,High,No,Mild,0,3.5,2.6900000000000004,1
U05552,26,Other,3.48,2.43,2.16,5.51,8.96,123,127,5.12,Low,Yes,Mild,0,4.59,1.6400000000000001,1
U05553,24,Other,6.98,4.99,3.75,5.02,7.0,30,66,8.5,Low,No,Severe,1,8.74,1.5199999999999996,3
U05554,29,Other,10.43,0.99,0.77,2.35,6.87,64,65,12.53,Medium,No,Moderate,1,1.76,2.0999999999999996,2
U05555,25,Female,5.75,2.89,1.5,3.93,7.54,121,94,7.02,Medium,No,Mild,0,4.390000000000001,1.2699999999999996,1
U05556,27,Male,6.05,4.53,1.1,3.26,5.52,151,16,7.9,High,Yes,Moderate,1,5.630000000000001,1.8500000000000005,2
U05557,18,Other,6.95,2.65,1.17,3.4,8.4,141,105,9.83,Medium,Yes,Moderate,1,3.82,2.88,2
U05558,25,Other,8.41,0.86,0.73,5.8,6.08,55,97,8.98,Low,Yes,Moderate,1,1.5899999999999999,0.5700000000000003,2
U05559,32,Male,11.3,5.82,1.9,2.75,7.48,140,147,12.98,Low,Yes,Moderate,1,7.720000000000001,1.6799999999999997,2
U05560,28,Female,10.87,3.25,0.84,2.72,4.68,200,174,11.68,Medium,No,Severe,1,4.09,0.8100000000000005,3
U05561,25,Other,11.64,2.62,1.17,4.27,6.89,80,76,13.12,High,Yes,Severe,1,3.79,1.4799999999999986,3
U05562,28,Other,3.06,5.65,0.16,3.75,7.71,138,31,4.9,High,Yes,Severe,1,5.8100000000000005,1.8400000000000003,3
U05563,29,Female,3.65,5.85,0.34,1.17,7.96,61,159,5.17,Low,Yes,Severe,1,6.1899999999999995,1.52,3
U05564,30,Male,10.2,3.52,1.56,1.62,8.89,95,114,12.79,Low,No,Moderate,1,5.08,2.59,2
U05565,32,Other,7.11,3.81,2.48,3.09,5.96,242,96,10.0,High,Yes,Mild,0,6.29,2.8899999999999997,1
U05566,20,Male,6.68,1.3,0.14,3.94,5.78,184,45,8.48,Medium,No,Mild,0,1.44,1.8000000000000007,1
U05567,25,Other,11.12,3.43,3.6,1.8,6.31,65,163,11.74,Low,No,Moderate,1,7.03,0.620000000000001,2
U05568,27,Female,8.78,5.27,2.96,3.72,5.64,205,171,11.74,Low,Yes,Moderate,1,8.23,2.960000000000001,2
U05569,27,Other,5.94,1.31,2.4,3.99,5.39,177,58,8.04,Medium,No,None,0,3.71,2.0999999999999988,0
U05570,24,Male,8.23,1.22,2.63,2.79,8.09,20,67,8.87,High,Yes,Severe,1,3.8499999999999996,0.6399999999999988,3
U05571,31,Other,10.08,1.31,2.43,4.79,6.31,57,176,12.87,High,No,Moderate,1,3.74,2.789999999999999,2
U05572,23,Female,4.7,4.8,0.47,2.82,4.63,70,28,6.55,High,Yes,Severe,1,5.27,1.8499999999999996,3
U05573,25,Male,11.04,0.94,0.35,5.48,8.36,206,39,12.41,Low,Yes,Severe,1,1.29,1.370000000000001,3
U05574,23,Female,7.13,2.77,1.87,3.19,8.74,63,146,9.1,Low,Yes,Mild,0,4.640000000000001,1.9699999999999998,1
